date,post_flag,post_purple,any_primary_or_recovered_base_match,exact_label_match,source_url
2022-03-14,Yellow,False,True,True,https://www.westendpcb.com/panama-city-beach-weather/flag-status-update-march-14-2022-panama-city-beach-flags-are-now-yellow/
2022-03-15,Single Red,False,True,True,https://www.westendpcb.com/panama-city-beach-weather/flag-status-update-march-15-2022-panama-city-beach-flags-are-now-single-red/
2022-03-19,Single Red,False,False,False,https://www.westendpcb.com/panama-city-beach-weather/flag-status-update-march-19-2022-panama-city-beach-flags-are-now-single-red/
2022-03-19,Double Red,False,True,True,https://www.westendpcb.com/panama-city-beach-weather/flag-status-update-march-18-2022-panama-city-beach-flags-are-now-double-red/
2022-03-20,Yellow,False,True,True,https://www.westendpcb.com/panama-city-beach-weather/flag-status-update-march-20-2022-panama-city-beach-flags-are-now-yellow/
2022-03-22,Double Red,False,True,True,https://www.westendpcb.com/panama-city-beach-weather/flag-status-update-march-22-2022-panama-city-beach-flags-are-now-double-red/
2022-03-26,Single Red,False,True,True,https://www.westendpcb.com/panama-city-beach-weather/flag-status-update-march-26-2022-panama-city-beach-flags-are-now-single-red/
2022-03-30,Double Red,False,True,True,https://www.westendpcb.com/panama-city-beach-weather/flag-status-update-march-30-2022-panama-city-beach-flags-are-now-double-red/
2022-04-02,Single Red,False,True,True,https://www.westendpcb.com/panama-city-beach-weather/flag-status-update-april-2-2022-panama-city-beach-flags-are-now-single-red/
2022-04-06,Double Red,False,False,False,https://www.westendpcb.com/panama-city-beach-weather/flag-status-update-april-6-2022-panama-city-beach-flags-are-now-double-red/
2022-04-09,Single Red,False,True,True,https://www.westendpcb.com/panama-city-beach-weather/flag-status-update-april-9-2022-panama-city-beach-flags-are-now-single-red/
2022-04-13,Double Red,False,True,True,https://www.westendpcb.com/panama-city-beach-weather/flag-status-update-april-13-2022-panama-city-beach-flags-are-now-double-red/
2022-04-14,Single Red,False,True,True,https://www.westendpcb.com/panama-city-beach-weather/flag-status-update-april-14-2022-panama-city-beach-flags-are-now-single-red/
2022-04-15,Yellow,False,True,True,https://www.westendpcb.com/panama-city-beach-weather/flag-status-update-april-15-2022-panama-city-beach-flags-are-now-yellow/
2022-04-20,Single Red,False,True,True,https://www.westendpcb.com/panama-city-beach-weather/flag-status-update-april-20-2022-panama-city-beach-flags-are-now-single-red/
2022-04-27,Yellow,False,True,True,https://www.westendpcb.com/panama-city-beach-weather/flag-status-update-april-27-2022-panama-city-beach-flags-are-now-yellow/
2022-04-29,Single Red,False,True,True,https://www.westendpcb.com/panama-city-beach-weather/flag-status-update-april-29-2022-panama-city-beach-flags-are-now-single-red/
2022-05-03,Yellow,False,True,True,https://www.westendpcb.com/panama-city-beach-weather/flag-status-update-may-3-2022-panama-city-beach-flags-are-now-yellow/
2022-05-05,Single Red,False,False,False,https://www.westendpcb.com/panama-city-beach-weather/flag-status-update-may-5-2022-panama-city-beach-flags-are-now-single-red/
2022-05-07,Double Red,False,True,True,https://www.westendpcb.com/panama-city-beach-weather/flag-status-update-may-7-2022-panama-city-beach-flags-are-now-double-red/
2022-05-09,Yellow,False,True,True,https://www.westendpcb.com/panama-city-beach-weather/flag-status-update-may-9-2022-panama-city-beach-flags-are-now-yellow/
2022-05-19,Single Red,False,False,False,https://www.westendpcb.com/panama-city-beach-weather/flag-status-update-may-19-2022-panama-city-beach-flags-are-now-single-red/
2022-05-22,Double Red,False,True,True,https://www.westendpcb.com/panama-city-beach-weather/flag-status-update-may-22-2022-panama-city-beach-flags-are-now-double-red/
2022-05-24,Single Red,False,True,True,https://www.westendpcb.com/panama-city-beach-weather/flag-status-update-may-24-2022-panama-city-beach-flags-are-now-single-red/
2022-05-25,Double Red,False,False,False,https://www.westendpcb.com/panama-city-beach-weather/flag-status-update-may-25-2022-panama-city-beach-flags-are-now-double-red/
